x1,x2,classe,ideDeputado,nome,partido
0.057001249279236,-0.209636877119407,Base,178980,GOULART,PSD
0.686243281086492,0.128670139441625,Base,141335,BETO FARO,PT
-0.781542430964314,-0.0766572377644822,Oposicao,141531,RODRIGO DE CASTRO,PSDB
0.0777556939610029,0.498705930705826,Oposicao,141478,LAERTE BESSA,PR
0.343081482205715,0.156000863950854,Oposicao,178826,MAJOR OLIMPIO,S.PART.
0.257036043780927,0.123084648495183,Oposicao,160510,LUIS TIBÉ,PTdoB
-0.213873550051522,0.593425624058217,Oposicao,178927,ALIEL MACHADO,REDE
-0.223696056797119,0.686281193152559,Oposicao,73531,IVAN VALENTE,PSOL
0.517849886250208,-0.348249328907513,Base,74812,PEDRO CHAVES,PMDB
0.540650239830909,-0.0652050741867554,Base,159237,ASSIS CARVALHO,PT
-0.786263298778057,-0.121147566375257,Oposicao,178915,BETINHO GOMES,PSDB
0.186526345914399,-0.229774538286738,Oposicao,178993,CARLOS HENRIQUE GAGUIM,PTN
0.499713845444795,-0.325490286416385,Oposicao,178802,LUIZ CARLOS RAMOS,PTN
0.648775800840228,-0.0383783954778259,Base,114941,JOSI NUNES,PMDB
-0.490990552920232,-0.348771733022926,Oposicao,141454,ALFREDO KAEFER,PSL
-0.855492316781725,-0.0446269959067825,Oposicao,141472,RICARDO TRIPOLI,PSDB
-0.740935379953979,-0.156756474608914,Oposicao,141429,FELIPE MAIA,DEM
-0.44154606640409,0.0263080258766165,Oposicao,160663,LEOPOLDO MEYER,PSB
-0.688453261857092,0.141277838163302,Oposicao,178919,MARINALDO ROSENDO,PSB
0.0541130015163886,-0.219140422508514,Oposicao,73553,NELSON MARQUEZELLI,PTB
-0.795470263735801,-0.0894756248630926,Oposicao,160758,DOMINGOS SÁVIO,PSDB
-0.564775527488428,-0.132353801657679,Oposicao,178998,RAQUEL MUNIZ,PSC
-0.548805773384204,0.00996899074068318,Oposicao,178905,FABIO GARCIA,PSB
0.403361577892753,0.243834947632865,Oposicao,137070,VICENTINHO JÚNIOR,PR
0.119965257416829,-0.304305111029121,Oposicao,178882,ANDRÉ FUFUCA,PEN
0.619570011778091,0.0471345220680744,Base,178825,LEO DE BRITO,PT
0.113208555084932,0.0238725103889945,Oposicao,160551,ANDERSON FERREIRA,PR
0.651599779139763,-0.133420276558633,Base,160527,AGUINALDO RIBEIRO,PP
-0.143014497249012,0.110304787141727,Base,178930,EVANDRO ROMAN,PSD
0.555067809278095,0.190553251257955,Base,141413,DÉCIO LIMA,PT
0.555097628879368,0.158544076824402,Base,160508,AFONSO FLORENCE,PT
0.130402435982327,-0.429920375334555,Oposicao,178945,ROSANGELA GOMES,PRB
0.453855746614974,-0.101240922547953,Base,141405,CELSO MALDANER,PMDB
0.154022462183106,-0.703058232344278,Base,74235,MARCUS VICENTE,PP
-0.233393933955165,-0.151189961278992,Oposicao,178968,ADELSON BARRETO,PTB
-0.0201507696050623,-0.307823812025486,Oposicao,141555,VINICIUS CARVALHO,PRB
-0.824428561699423,-0.134092914576342,Oposicao,160530,ANTONIO IMBASSAHY,PSDB
-0.723772776637562,-0.226766238850924,Oposicao,178878,GIUSEPPE VECCI,PSDB
-0.308703937793569,0.725483840351833,Oposicao,160672,JEAN WYLLYS,PSOL
0.427093965936777,-0.395610345721724,Base,141529,ROBERTO BRITTO,PP
0.36203472443433,-0.235795367304509,Base,178952,WALTER ALVES,PMDB
0.568220745356905,-0.324514399427587,Oposicao,178937,ALTINEU CÔRTES,PR
0.624952759471062,0.15148822469896,Base,178970,JOÃO DANIEL,PT
0.313536136770805,-0.171918542598914,Oposicao,178971,JONY MARCOS,PRB
0.646725829926029,0.228710272698292,Base,160535,MARCON,PT
0.00625507181824479,-0.341505789579703,Base,73768,DILCEU SPERAFICO,PP
0.305242292742692,-0.493799462858008,Oposicao,141383,ANTONIO BULHÕES,PRB
-0.526471584463512,-0.0368259381519353,Base,141389,INDIO DA COSTA,PSD
0.740876510154855,0.108968730392906,Base,74283,VICENTINHO,PT
-0.75563755891013,0.197409604679823,Oposicao,73655,AUGUSTO CARVALHO,SD
-0.808721067510238,-0.0748724852343258,Oposicao,178880,MARCOS ABRÃO,PPS
0.192651578010737,-0.138726634988311,Base,93083,CACÁ LEÃO,PP
-0.932916837388603,-0.131555543117486,Oposicao,178966,GEOVANIA DE SÁ,PSDB
0.488557925426339,-0.5228759628037,Base,141480,LÁZARO BOTELHO,PP
-0.466407135965133,0.28220412343467,Oposicao,160600,ARTHUR OLIVEIRA MAIA,SD
0.362780060090172,0.0510692870031647,Base,178874,SERGIO VIDIGAL,PDT
-0.726593509044695,-0.072947106004565,Oposicao,178840,ROCHA,PSDB
0.402173283778088,-0.127190588884846,Base,74254,LEONARDO PICCIANI,PMDB
-0.778667319098767,-0.108349702606868,Oposicao,74655,EDUARDO BARBOSA,PSDB
0.0792414197222347,0.0321203335480109,Base,74273,JEFFERSON CAMPOS,PSD
0.16146821529729,-0.0785693255668392,Base,160637,RONALDO FONSECA,PROS
-0.303151964023234,0.393174103409322,Oposicao,62881,DANILO FORTE,PSB
0.589136959742201,-0.0219035495385923,Base,178835,AFONSO MOTTA,PDT
0.392270676634116,0.347424804128188,Base,160569,WALDENOR PEREIRA,PT
0.464229592344314,-0.134732842119522,Base,74090,ÁTILA LINS,PSD
0.328459403058337,0.187011346327594,Oposicao,178960,REMÍDIO MONAI,PR
-0.721794065526406,-0.08838758746079,Oposicao,160589,BRUNA FURLAN,PSDB
0.529658855463764,-0.245164562656793,Base,163831,FERNANDO JORDÃO,PMDB
-0.781829213814354,0.21210769798202,Oposicao,74457,MORONI TORGAN,DEM
0.296992762032483,-0.218475510263799,Oposicao,178958,CARLOS ANDRADE,PHS
-0.523332131002988,0.0550547986520806,Oposicao,160601,PR. MARCO FELICIANO,PSC
0.136529087212459,-0.0578890943189322,Base,74317,JÚLIO CESAR,PSD
0.0453379920218409,-0.0230560889074609,Base,160655,RICARDO IZAR,PSD
-0.267613250403497,0.334543723844472,Oposicao,178922,TADEU ALENCAR,PSB
-0.320751721505209,-0.0544964647437186,Base,178910,JOAQUIM PASSARINHO,PSD
0.669892865859202,0.201414271538734,Base,74156,LEONARDO MONTEIRO,PT
0.301007495949982,0.020052912921885,Base,141552,VALTENIR PEREIRA,PMDB
0.106871905973183,-0.304946267962022,Oposicao,160576,CÉSAR HALUM,PRB
0.522322130495397,0.054043959075966,Oposicao,178881,ALUISIO MENDES,PTN
-0.824881186620241,-0.099474840651552,Base,73674,ROBERTO BALESTRA,PP
-0.542067207657191,0.207789957596809,Oposicao,64960,MARIA HELENA,PSB
-0.783233461156003,-0.0797260757591678,Oposicao,141422,EFRAIM FILHO,DEM
-0.678451367889918,-0.208064301114595,Oposicao,178892,DÂMINA PEREIRA,PSL
-0.701695499484776,-0.0269288699386726,Oposicao,74366,JOÃO CAMPOS,PSDB
-0.0922398602088127,0.147663088744339,Oposicao,151208,LAERCIO OLIVEIRA,SD
-0.278866947941637,0.75950807551463,Oposicao,178938,CABO DACIOLO,S.PART.
-0.643150023016599,-0.128251077875474,Oposicao,74570,JUTAHY JUNIOR,PSDB
-0.678887693546285,0.0951200424929025,Oposicao,73778,LUIZ CARLOS HAULY,PSDB
0.669085731708402,-0.0428933856666809,Base,129037,GABRIEL GUIMARÃES,PT
-0.741812129288654,-0.0782593448428332,Oposicao,178909,HÉLIO LEITE,DEM
0.215333730794379,0.00201781676200261,Base,178841,CÍCERO ALMEIDA,PSD
0.605213591344913,0.025771246846453,Oposicao,69871,BACELAR,PTN
-0.565203046959289,0.285537151837483,Oposicao,160512,AUREO,SD
0.72781068184994,0.129221121383093,Base,171619,MARGARIDA SALOMÃO,PT
-0.166677328298104,0.0250977137830041,Oposicao,178867,MACEDO,PSL
-0.778689833836498,-0.162683792588852,Oposicao,178849,HISSA ABRAHÃO,PPS
-0.520726524674239,-0.231300380390888,Oposicao,178875,ALEXANDRE BALDY,PSDB
-0.57930620063002,0.0740963178724094,Oposicao,178903,ADILTON SACHETTI,PSB
-0.778667319098767,-0.108349702606868,Oposicao,164359,DELEGADO WALDIR,PR
-0.855492316781725,-0.0446269959067822,Oposicao,178916,DANIEL COELHO,PSDB
0.599115756206136,0.0173814794924229,Oposicao,178846,ALFREDO NASCIMENTO,PR
0.662287650702984,-0.275105691236664,Base,141401,CARLOS BEZERRA,PMDB
0.00961541938299462,-0.0825195574137526,Base,73463,OSMAR SERRAGLIO,PMDB
-0.0143662434149321,-0.0930683377345923,Base,141507,MAURO MARIANI,PMDB
0.197867959441741,0.111794725192486,Oposicao,178936,ALEXANDRE VALLE,PR
0.481995310526992,-0.110924362886106,Base,141411,DAGOBERTO,PDT
