x1,x2,classe,ideDeputado,nome,partido
-0.211606060054713,-0.0176517373803044,Base,178980,GOULART,PSD
-0.630250782634101,-0.0325983874359219,Base,141335,BETO FARO,PT
0.140514318966996,0.574526834282851,Oposicao,141531,RODRIGO DE CASTRO,PSDB
-0.105337505406718,0.557816615684027,Oposicao,141478,LAERTE BESSA,PR
0.446343053247247,0.348353384333588,Oposicao,178826,MAJOR OLIMPIO,S.PART.
-0.0530240864040335,0.152782006662654,Oposicao,160510,LUIS TIBÉ,PTdoB
-0.514889673473346,0.187507312592832,Oposicao,178927,ALIEL MACHADO,REDE
-0.592336943859216,-0.136743937175411,Oposicao,73531,IVAN VALENTE,PSOL
0.393431279296665,-0.571154544047097,Base,74812,PEDRO CHAVES,PMDB
-0.579804665433423,-0.16980297878648,Base,159237,ASSIS CARVALHO,PT
0.427612457664454,0.0843017713920943,Oposicao,178915,BETINHO GOMES,PSDB
0.265551923722329,-0.517987210327935,Oposicao,178993,CARLOS HENRIQUE GAGUIM,PTN
-0.256731979248228,0.287723648912948,Oposicao,178802,LUIZ CARLOS RAMOS,PTN
0.379237339307615,-0.532484247914937,Base,114941,JOSI NUNES,PMDB
0.161829111953833,-0.26231981145905,Oposicao,141454,ALFREDO KAEFER,PSL
0.316718335184959,0.498994384594309,Oposicao,141472,RICARDO TRIPOLI,PSDB
0.892854234306747,0.138570988250567,Oposicao,141429,FELIPE MAIA,DEM
-0.351051045240272,-0.253711140823428,Oposicao,160663,LEOPOLDO MEYER,PSB
-0.278547876392558,0.305905929737591,Oposicao,178919,MARINALDO ROSENDO,PSB
0.631904576083719,-0.133515319930109,Oposicao,73553,NELSON MARQUEZELLI,PTB
0.131680098935226,0.434589473512066,Oposicao,160758,DOMINGOS SÁVIO,PSDB
0.0493536826174393,0.146683695168795,Oposicao,178998,RAQUEL MUNIZ,PSC
-0.246019591568918,-0.527001021102348,Oposicao,178905,FABIO GARCIA,PSB
-0.732639871501252,0.0407071637141726,Oposicao,137070,VICENTINHO JÚNIOR,PR
0.64908932450722,-0.261302916864131,Oposicao,178882,ANDRÉ FUFUCA,PEN
-0.58036370363675,-0.19443769992974,Base,178825,LEO DE BRITO,PT
0.666925131295041,-0.0354352907552273,Oposicao,160551,ANDERSON FERREIRA,PR
-0.311024675781369,-0.150009731272584,Base,160527,AGUINALDO RIBEIRO,PP
0.103608968598656,-0.0956360039372062,Base,178930,EVANDRO ROMAN,PSD
-0.471923628070898,-0.116378317935168,Base,141413,DÉCIO LIMA,PT
-0.55633139920518,0.145927144835721,Base,160508,AFONSO FLORENCE,PT
-0.593969120908443,0.14473742943313,Oposicao,178945,ROSANGELA GOMES,PRB
-0.0854713558195899,-0.468497678907732,Base,141405,CELSO MALDANER,PMDB
0.103608968598656,-0.0956360039372061,Base,74235,MARCUS VICENTE,PP
0.393431279296665,-0.571154544047097,Oposicao,178968,ADELSON BARRETO,PTB
-0.279032953271465,0.465412522733684,Oposicao,141555,VINICIUS CARVALHO,PRB
