x1,x2,classe,ideDeputado,nome,partido
-0.00570338862751993,0.245384721976661,Base,178980,GOULART,PSD
0.763688275668775,-0.189987330377282,Base,141335,BETO FARO,PT
-0.328297591459966,-0.295267564609466,Oposicao,141531,RODRIGO DE CASTRO,PSDB
0.0421152154023443,-0.0902405597639957,Oposicao,141478,LAERTE BESSA,PR
-0.445152655732905,0.15556393599727,Oposicao,178826,MAJOR OLIMPIO,S.PART.
0.0174703121011632,0.180505768344116,Oposicao,160510,LUIS TIBÉ,PTdoB
0.701200967100872,-0.000890429388484541,Oposicao,178927,ALIEL MACHADO,REDE
0.505410158461357,0.28918058160626,Oposicao,73531,IVAN VALENTE,PSOL
-0.340437135996099,-0.378346681237429,Base,74812,PEDRO CHAVES,PMDB
0.73366447343024,-0.139762059843547,Base,159237,ASSIS CARVALHO,PT
-0.375868181358443,-0.0556654875644608,Oposicao,178915,BETINHO GOMES,PSDB
-0.545599564535975,-0.206953847977722,Oposicao,178993,CARLOS HENRIQUE GAGUIM,PTN
0.218478587967257,-0.372508517947995,Oposicao,178802,LUIZ CARLOS RAMOS,PTN
-0.358427186510268,-0.305335321286043,Base,114941,JOSI NUNES,PMDB
-0.461755227887935,0.389138665129671,Oposicao,141454,ALFREDO KAEFER,PSL
-0.341009177764461,-0.0757671514704989,Oposicao,141472,RICARDO TRIPOLI,PSDB
-0.402167034272528,0.0431785832052498,Oposicao,141429,FELIPE MAIA,DEM
-0.0484962867174148,0.258216886540652,Oposicao,160663,LEOPOLDO MEYER,PSB
0.197224827315606,0.443559948140137,Oposicao,178919,MARINALDO ROSENDO,PSB
-0.742008414693869,0.0242157568154074,Oposicao,73553,NELSON MARQUEZELLI,PTB
-0.391706328435365,0.284861046809972,Oposicao,160758,DOMINGOS SÁVIO,PSDB
-0.625333675164023,-0.147494880433846,Oposicao,178998,RAQUEL MUNIZ,PSC
-0.0410910566852774,0.293494724661274,Oposicao,178905,FABIO GARCIA,PSB
0.239759623234715,0.124085711525001,Oposicao,137070,VICENTINHO JÚNIOR,PR
-0.246055347615037,-0.59609874108213,Oposicao,178882,ANDRÉ FUFUCA,PEN
0.758619555756189,-0.157010087564044,Base,178825,LEO DE BRITO,PT
