"dimension","Birth","Death"
0,0,1.78989825919493
0,0,0.161317622702458
0,0,0.12954744389676
0,0,0.127422608336762
0,0,0.121563797954103
0,0,0.121283927170505
0,0,0.121265490974757
0,0,0.119856561112662
0,0,0.118842306474108
0,0,0.11877366391664
0,0,0.11849741360145
0,0,0.117429317471456
0,0,0.115277087602829
0,0,0.113504764737828
0,0,0.106493467812759
0,0,0.105080398651996
0,0,0.101858349377959
0,0,0.0982878860554311
0,0,0.0972740704995271
0,0,0.0970517307689272
0,0,0.0968080193973749
0,0,0.0915606962072918
0,0,0.0910543112390636
0,0,0.0907333815018637
0,0,0.0879577175896839
0,0,0.0879448035585282
0,0,0.0867720424044943
0,0,0.0858318982449473
0,0,0.0832078119377309
0,0,0.0817477006235314
0,0,0.0804486495966886
0,0,0.0776601547315064
0,0,0.0770350497520594
0,0,0.0764753291400923
0,0,0.0760128847397654
0,0,0.0752003015938696
0,0,0.0746899544756726
0,0,0.0746571754457128
0,0,0.0745822748827041
0,0,0.0742577476989592
0,0,0.074181463961949
0,0,0.0738153735601614
0,0,0.0709487173250603
0,0,0.070158073500783
0,0,0.0699193299137658
0,0,0.0695583894001216
0,0,0.0682619026193455
0,0,0.0673770847101276
0,0,0.0673491021117006
0,0,0.066734391593598
0,0,0.0665747997687052
0,0,0.0662210888569258
0,0,0.0651487671967601
0,0,0.0649629670628171
0,0,0.0646855725566238
0,0,0.0646077648622123
0,0,0.0642553392086934
0,0,0.0636905307142971
0,0,0.063666558817866
0,0,0.0635206768972966
0,0,0.0630761523440896
0,0,0.0624390536423301
0,0,0.0613228301853431
0,0,0.060824219520905
0,0,0.0604156407829947
0,0,0.0599176924770537
0,0,0.0594366735609491
0,0,0.0592819323666447
0,0,0.0592620072321556
0,0,0.0590890098817096
0,0,0.0581317230261906
0,0,0.057802315959492
0,0,0.0576390590179116
0,0,0.0573140595283844
0,0,0.0571615244368165
0,0,0.0568955095820177
0,0,0.0568892579473132
0,0,0.0562884611148631
0,0,0.0560166892418908
0,0,0.0556872010465612
0,0,0.0556422352841143
0,0,0.0554903363195346
0,0,0.0551870556924175
0,0,0.0549506117719039
0,0,0.0536316183979914
0,0,0.0525632419480682
0,0,0.0522498853134474
0,0,0.0521189203975494
0,0,0.0517524728274869
0,0,0.0510805173374184
0,0,0.0509392026997854
0,0,0.0505606648846903
0,0,0.050338950517799
0,0,0.0501063974229558
0,0,0.0499663405937754
0,0,0.0497526339177467
0,0,0.0494586892822858
0,0,0.0492818805289616
0,0,0.0489396540117502
0,0,0.0488745355832014
0,0,0.0488594410203898
0,0,0.0485941253437012
0,0,0.0483794504301753
0,0,0.0481576366988636
0,0,0.0474844849230389
0,0,0.0474020595309642
0,0,0.0473371899996994
0,0,0.0468863000269095
0,0,0.0467947313972333
0,0,0.0464193469248014
0,0,0.0461462714492634
0,0,0.0461044265735253
0,0,0.0460083544482735
0,0,0.0459514492371687
0,0,0.0459435828462553
0,0,0.0459321508718183
0,0,0.0458532799764954
0,0,0.0453872110999817
0,0,0.0452633867368588
0,0,0.04513370337095
0,0,0.044579920566843
0,0,0.0444048789693966
0,0,0.044334069525216
0,0,0.0438953072040734
0,0,0.0437516953780568
0,0,0.0431910008774411
0,0,0.0429701041861877
0,0,0.0429188770712272
0,0,0.0426373982946137
0,0,0.0421121395795018
0,0,0.0420823561340878
0,0,0.041979925935016
0,0,0.041683542982335
0,0,0.0415054271104057
0,0,0.0411447665250097
0,0,0.0410056935821708
0,0,0.0409359718516735
0,0,0.0408774114596868
0,0,0.0408563646146093
0,0,0.0406742743805676
0,0,0.0405464172300543
0,0,0.0398867547381261
0,0,0.0398595100063344
0,0,0.0397364922179862
0,0,0.0394090561064407
0,0,0.0388410375244074
0,0,0.0386685762401441
0,0,0.0385844070525175
0,0,0.0385680649457373
0,0,0.0383721105811118
0,0,0.0382854411268479
0,0,0.0381501243770864
0,0,0.0380845170539366
0,0,0.0376281137579184
0,0,0.0375334738410721
0,0,0.0372433878249601
0,0,0.0370429378536409
0,0,0.0365139151175679
0,0,0.0364512525182141
0,0,0.0362669622666411
0,0,0.0362295087091341
0,0,0.0362201325895702
0,0,0.0357184658638039
0,0,0.0355890260521831
0,0,0.0354352320407843
0,0,0.0353128816291844
0,0,0.0352401953277849
0,0,0.0351989403407785
0,0,0.034882250175247
0,0,0.0347720378131522
0,0,0.0343107636583011
0,0,0.0339876161921277
0,0,0.0337515137219635
0,0,0.0336547161922239
0,0,0.0335983779032413
0,0,0.0335729128770822
0,0,0.033514600352196
0,0,0.0333568258940706
0,0,0.0332931759127626
0,0,0.0332764028582113
0,0,0.0331711093145865
0,0,0.0331710276343433
0,0,0.0331695217900893
0,0,0.0329097077755876
0,0,0.0328352121769551
0,0,0.0327643390658687
0,0,0.0327622730534231
0,0,0.0326974305784088
0,0,0.0326306121926924
0,0,0.032579488479432
0,0,0.0325411874640914
0,0,0.032446975290782
0,0,0.0323117540451846
0,0,0.032115180691188
0,0,0.0320439286843148
0,0,0.0319770155036186
0,0,0.0317250262646611
0,0,0.0316042891876582
0,0,0.0313796613978351
0,0,0.0313033564798929
0,0,0.0312121767162131
0,0,0.031091446679669
0,0,0.0309554453957115
0,0,0.0309105383877978
0,0,0.0307627084377831
0,0,0.0305618943216131
0,0,0.0305136047005447
0,0,0.030252116458492
0,0,0.030052998082611
0,0,0.0300494683913646
0,0,0.030025583176529
0,0,0.0300102371063868
0,0,0.0298032324236908
0,0,0.0296352370903571
0,0,0.0296278013954349
0,0,0.0293889967314858
0,0,0.0289511230740187
0,0,0.0289474604082247
0,0,0.028811214705446
0,0,0.0287280288834487
0,0,0.0286857901941025
0,0,0.0284942645575149
0,0,0.0284410704955215
0,0,0.0280326588936852
0,0,0.0279321870226787
0,0,0.0277000393300556
0,0,0.0276563898940477
0,0,0.0275309013905665
0,0,0.0274604489642375
0,0,0.0274051331317767
0,0,0.0272489620642249
0,0,0.0271637785208866
0,0,0.02716288019121
0,0,0.026999054191405
0,0,0.0267110454549986
0,0,0.0266718976295859
0,0,0.0263512283888302
0,0,0.0262272890174408
0,0,0.0261331269933721
0,0,0.0261204220082548
0,0,0.0257221771293157
0,0,0.0255264049568271
0,0,0.0255201766124844
0,0,0.0255088481844269
0,0,0.02537723531644
0,0,0.0253648183574205
0,0,0.025339292124736
0,0,0.0252122295143295
0,0,0.0251278801914172
0,0,0.0249791103148004
0,0,0.0247227160853757
0,0,0.0244345711994072
0,0,0.0242550201360421
0,0,0.0241766054451447
0,0,0.024120496193087
0,0,0.0241062574269398
0,0,0.0240562559038656
0,0,0.0240318050289972
0,0,0.0236599668718005
0,0,0.0236471728586871
0,0,0.0230799294145641
0,0,0.0230550742814578
0,0,0.0229914290636634
0,0,0.0229239960672621
0,0,0.0227787884454844
0,0,0.0224223708244049
0,0,0.0223902514887085
0,0,0.0222648711728679
0,0,0.0222347920025936
0,0,0.0222073786803337
0,0,0.0219891009449868
0,0,0.0219142242516652
0,0,0.0219086958513253
0,0,0.0218978589917695
0,0,0.0216804488040699
0,0,0.0215443085808374
0,0,0.021417982824906
0,0,0.0213713912892947
0,0,0.0213192837849805
0,0,0.0207047840552894
0,0,0.020646415827618
0,0,0.0206108077902276
0,0,0.0204190543810035
0,0,0.0203951850182736
0,0,0.0203288218519025
0,0,0.0202530932249765
0,0,0.0202181429048292
