"dimension","Birth","Death"
0,0,1.73861615128056
0,0,0.12693284308153
0,0,0.122459811931112
0,0,0.118997567826975
0,0,0.118473753181288
0,0,0.116740811593109
0,0,0.109788096727395
0,0,0.1091545775778
0,0,0.108241836302109
0,0,0.105085439771507
0,0,0.101224691556361
0,0,0.10121777151839
0,0,0.100149822041743
0,0,0.0997302047164715
0,0,0.0951642881475261
0,0,0.0948590668117003
0,0,0.0947785245532739
0,0,0.0929632689487797
0,0,0.0922647852762899
0,0,0.0921023955124293
0,0,0.0909445104154193
0,0,0.0895893532522955
0,0,0.0881525826998009
0,0,0.0864357582578688
0,0,0.0860030307732695
0,0,0.0854045278359221
0,0,0.0841656392339377
0,0,0.0832402012304771
0,0,0.0825958530563589
0,0,0.0822809164256477
0,0,0.0822780128723764
0,0,0.0818737712126273
0,0,0.0813581877427433
0,0,0.0799062264556273
0,0,0.0785098255865235
0,0,0.0774711792564571
0,0,0.0772742266340841
0,0,0.0763436353319589
0,0,0.0761816205250447
0,0,0.0757628568372927
0,0,0.0756308190006888
0,0,0.075614192861929
0,0,0.0754843191508248
0,0,0.0746983784274596
0,0,0.0741236900916498
0,0,0.0740501735918619
0,0,0.0737871254149925
0,0,0.0733769148736218
0,0,0.0724485480660071
0,0,0.0722905664136825
0,0,0.0721418514480316
0,0,0.0718517053088256
0,0,0.0707059192145353
0,0,0.0705526206740954
0,0,0.0703966105410445
0,0,0.069281851641453
0,0,0.0692617497743491
0,0,0.0688429191264292
0,0,0.0686123917962579
0,0,0.0685567719605797
0,0,0.0677505745605398
0,0,0.0675440337837863
0,0,0.0656956157229145
0,0,0.0656947679128795
0,0,0.0655528292914902
0,0,0.0648878018630819
0,0,0.0645949450615553
0,0,0.0641484744153306
0,0,0.0639726166524263
0,0,0.0628957648381245
0,0,0.0628444644081343
0,0,0.062566359380871
0,0,0.0620159496759066
0,0,0.0619412278480179
0,0,0.0613309752300967
0,0,0.0611812412405785
0,0,0.0610550240787697
0,0,0.0610441209337462
0,0,0.0610022053257664
0,0,0.0606707467335341
0,0,0.0604152876454882
0,0,0.0602456585932428
0,0,0.0597305914126177
0,0,0.0582804381311627
0,0,0.0582603071432488
0,0,0.0581600972227154
0,0,0.0581383770299285
0,0,0.057935225363787
0,0,0.0576790921658615
0,0,0.0572692993847241
0,0,0.0571838145251941
0,0,0.057031542074658
0,0,0.056928828758926
0,0,0.0560148408861527
0,0,0.055694074646651
0,0,0.0556864052149569
0,0,0.0556438473919177
0,0,0.0554847744563796
0,0,0.0553680956160252
0,0,0.0551880329313583
0,0,0.0549537325373061
0,0,0.0548164650557766
0,0,0.0548088020325934
0,0,0.0546990745862315
0,0,0.0546568282977661
0,0,0.0544284252791629
0,0,0.054240482874927
0,0,0.0541697152868586
0,0,0.0541681970796788
0,0,0.0536991180946933
0,0,0.053253698570182
0,0,0.0530837240667174
0,0,0.0528295574423999
0,0,0.0526637424318014
0,0,0.0526063862555712
0,0,0.0521283424769032
0,0,0.052093589360301
0,0,0.0519501138944494
0,0,0.0513317445691316
0,0,0.051091737513729
0,0,0.0509954441328109
0,0,0.0509391430124158
0,0,0.0509136637426113
0,0,0.0508547066417071
0,0,0.0504708110206828
0,0,0.0497957733307338
0,0,0.0497618647304922
0,0,0.0496563382910414
0,0,0.0496532180816724
0,0,0.0495716143556704
0,0,0.0494933308409439
0,0,0.0492988173696016
0,0,0.0491691703403356
0,0,0.0491531392176417
0,0,0.0486271293856953
0,0,0.0485561095035177
0,0,0.0482454348848523
0,0,0.0482101009323545
0,0,0.0481278053935551
0,0,0.0478388421945234
0,0,0.0478073052324485
0,0,0.0477677615003756
0,0,0.0477445649204093
0,0,0.0477189790132795
0,0,0.0476684822417489
0,0,0.0476558719838418
0,0,0.0476187522959347
0,0,0.0473814158227725
0,0,0.0473543338113717
0,0,0.0472867169169323
0,0,0.0472625794466545
0,0,0.0469706308821032
0,0,0.0468606543091534
0,0,0.0468569373416973
0,0,0.0467296628836868
0,0,0.0463943981797592
0,0,0.0463580325711595
0,0,0.0462454066999131
0,0,0.046173144381692
0,0,0.0461309302422069
0,0,0.0460911191093359
0,0,0.0460134211037704
0,0,0.0459874418585177
0,0,0.0458479069334354
0,0,0.0455671218141907
0,0,0.0455598026634637
0,0,0.0452523293833327
0,0,0.0452216162127466
0,0,0.0450109155812054
0,0,0.0449822543610877
0,0,0.0449469271319702
0,0,0.0447957610257134
0,0,0.0445443015269387
0,0,0.0445157410865647
0,0,0.0444901915529355
0,0,0.0434771982567688
0,0,0.0432626727170007
0,0,0.0431780803493845
0,0,0.0429197150701653
0,0,0.0425758330850096
0,0,0.0425688806313704
0,0,0.0423337484001334
0,0,0.0421752911147748
0,0,0.0421732032031277
0,0,0.0419986084244508
0,0,0.0419551644472415
0,0,0.0415390328582846
0,0,0.0414025302599997
0,0,0.0412590770144882
0,0,0.0411776340984772
0,0,0.0409466443815079
0,0,0.0408469245216822
0,0,0.0406643234196898
0,0,0.04051253665501
0,0,0.0404722828772426
0,0,0.0403261373826116
0,0,0.0402248794311042
0,0,0.0399437158002547
0,0,0.0391779409112823
0,0,0.0391410033523472
0,0,0.0389788980553894
0,0,0.0380896909585939
0,0,0.0380838441344841
0,0,0.0377139364276575
0,0,0.0376715782101268
0,0,0.037656520255481
0,0,0.0376269890342181
0,0,0.0375258645505945
0,0,0.0372945917289147
0,0,0.0370287533332364
0,0,0.0370211674335803
0,0,0.0369381986527888
0,0,0.0369130786668871
0,0,0.036861113557068
0,0,0.0365401105867837
0,0,0.0365126350562059
0,0,0.0355477250045887
0,0,0.0355107194917543
0,0,0.0353454991663311
0,0,0.0352994525409262
0,0,0.0348401362010224
0,0,0.0347688054562013
0,0,0.0344638008627062
0,0,0.0344033124631043
0,0,0.0343917394800352
0,0,0.0343799547157292
0,0,0.0343567299521521
0,0,0.0341158655182375
0,0,0.0339704421478447
0,0,0.0335063520668977
0,0,0.033478434569166
0,0,0.0332914267993533
0,0,0.0330031795155454
0,0,0.0326709267695798
0,0,0.0323091751414037
0,0,0.0322456025782058
0,0,0.0319526019407424
0,0,0.0318859416425599
0,0,0.0318011240564179
0,0,0.0316738842388523
0,0,0.0315978177623546
0,0,0.0315492116915575
0,0,0.0313301145192139
0,0,0.0313069590518184
0,0,0.0311854477870482
0,0,0.0311063643031653
0,0,0.0308259507310771
0,0,0.0306485150836761
0,0,0.0304817837125382
0,0,0.0304782061843972
0,0,0.0301867217798295
0,0,0.0297150966853894
0,0,0.0295874605538208
0,0,0.0295064617041075
0,0,0.0295012547999174
0,0,0.0294957118291377
0,0,0.0289920374446398
0,0,0.0289018802863002
0,0,0.0287351662926553
0,0,0.0286519367871073
0,0,0.0284888266912701
0,0,0.0283994490122282
0,0,0.0282937433159822
0,0,0.0282176601397163
0,0,0.028070771229359
0,0,0.0280533783816022
0,0,0.0280447967269756
0,0,0.0279460682453104
0,0,0.02756044674905
0,0,0.027534001800743
0,0,0.0273758150564302
0,0,0.0273506875559487
0,0,0.027236123385455
0,0,0.0271748943043941
0,0,0.0271514304138765
0,0,0.0271283310427564
0,0,0.0271242802971594
0,0,0.027043716203116
0,0,0.0269145989548677
0,0,0.0266836206558145
0,0,0.0259748177359389
0,0,0.025602713047957
0,0,0.0255573642771315
0,0,0.0255513721777944
0,0,0.0255247468193208
0,0,0.0250317112681466
0,0,0.0247169037909041
0,0,0.0246471733470846
0,0,0.0246410634818988
0,0,0.0245212678314783
0,0,0.0244772186878127
0,0,0.0239543119691646
0,0,0.0236995537096496
0,0,0.0236463435064468
0,0,0.0236428284501492
0,0,0.0234905350613648
0,0,0.0233968263105521
0,0,0.0231576553645777
0,0,0.0231127622132966
0,0,0.0231019887828357
0,0,0.0229805016965834
0,0,0.0228996281763417
0,0,0.0227006760783477
0,0,0.0226110322478526
0,0,0.0225420837407744
0,0,0.0224168937687767
0,0,0.0223157298631881
0,0,0.0222921473029814
0,0,0.0220502841452538
0,0,0.0216148177325611
0,0,0.0215775188761066
0,0,0.0213981809238367
0,0,0.0211303502194498
0,0,0.0209925157519146
0,0,0.0209717012270628
0,0,0.020776308223598
0,0,0.0206883266139896
0,0,0.0205753415849825
