"idProposicao","_Data","_Hora","_Nome","_UF","_Partido","_ideCadastro","_Voto"
"962435","5/3/2015","16:38","Luiza Erundina","SP","PSB","74784","Sim"
"962435","5/3/2015","16:38","Roberto Alves","SP","PRB","152610","Sim"
"962435","5/3/2015","16:38","Lázaro Botelho","TO","PP","141480","Sim"
"962435","5/3/2015","16:38","Sérgio Brito","BA","PSD","73808","Sim"
"962435","5/3/2015","16:38","Erivelton Santana","BA","PSC","99654","Sim"
"962435","5/3/2015","16:38","Osmar Serraglio","PR","PMDB","73463","Sim"
"962435","5/3/2015","16:38","Bruno Araújo","PE","PSDB","141394","Sim"
"962435","5/3/2015","16:38","Cacá Leão","BA","PP","93083","Sim"
"962435","5/3/2015","16:38","Dimas Fabiano","MG","PP","160599","Sim"
"962435","5/3/2015","16:38","Chico D Angelo","RJ","PT","141439","Sim"
"962435","5/3/2015","16:38","Hélio Leite","PA","DEM","178909","Sim"
"962435","5/3/2015","16:38","João Rodrigues","SC","PSD","160571","Sim"
"962435","5/3/2015","16:38","Fabiano Horta","RJ","PT","146829","Sim"
"962435","5/3/2015","16:38","Ricardo Tripoli","SP","PSDB","141472","Sim"
"962435","5/3/2015","16:38","Dr. Jorge Silva","ES","PROS","160643","Sim"
"962435","5/3/2015","16:38","Roney Nemer","DF","PMDB","178870","Sim"
"962435","5/3/2015","16:38","Adelmo Carneiro Leão","MG","PT","178890","Sim"
"962435","5/3/2015","16:38","Eduardo Bolsonaro","SP","PSC","92346","Sim"
"962435","5/3/2015","16:38","Luiz Carlos Hauly","PR","PSDB","73778","Sim"
"962435","5/3/2015","16:38","Luiz Couto","PB","PT","74041","Sim"
"962435","5/3/2015","16:38","Afonso Florence","BA","PT","160508","Sim"
"962435","5/3/2015","16:38","Hugo Leal","RJ","PROS","141450","Sim"
"962435","5/3/2015","16:38","Aelton Freitas","MG","PR","141372","Sim"
"962435","5/3/2015","16:38","Jarbas Vasconcelos","PE","PMDB","131943","Sim"
"962435","5/3/2015","16:38","Irmão Lazaro","BA","PSC","178855","Sim"
"962435","5/3/2015","16:38","Alan Rick","AC","PRB","178836","Sim"
"962435","5/3/2015","16:38","Odelmo Leão","MG","PP","74752","Sim"
"962435","5/3/2015","16:38","João Marcelo","MA","PMDB","112437","Sim"
"962435","5/3/2015","16:38","Vanderlei Macris","SP","PSDB","141553","Sim"
"962435","5/3/2015","16:38","Remídio Monai","RR","PR","178960","Sim"
"962435","5/3/2015","16:38","Roberto Góes","AP","PDT","178995","Sim"
"962435","5/3/2015","16:38","Aliel Machado","PR","PCdoB","178927","Sim"
"962435","5/3/2015","16:38","Francisco Chapadinha","PA","PSD","178907","Abstenção"
"962435","5/3/2015","16:38","Fausto Pinato","SP","PRB","66828","Sim"
"962435","5/3/2015","16:38","Leonardo Picciani","RJ","PMDB","74254","Sim"
"962435","5/3/2015","16:38","Jhonatan de Jesus","RR","PRB","160531","Sim"
"962435","5/3/2015","16:38","Vicente Candido","SP","PT","160622","Sim"
"962435","5/3/2015","16:38","Daniel Almeida","BA","PCdoB","74060","Sim"
"962435","5/3/2015","16:38","Esperidião Amin","SC","PP","160649","Sim"
"962435","5/3/2015","16:38","Enio Verri","PR","PT","132504","Sim"
"962435","5/3/2015","16:38","Fábio Faria","RN","PSD","141428","Sim"
"962435","5/3/2015","16:38","Delegado Waldir","GO","PSDB","164359","Sim"
"962435","5/3/2015","16:38","Nelson Marquezelli","SP","PTB","73553","Sim"
"962435","5/3/2015","16:38","José Reinaldo","MA","PSB","73714","Sim"
"962435","5/3/2015","16:38","Valmir Prascidelli","SP","PT","113247","Sim"
"962435","5/3/2015","16:38","Assis Carvalho","PI","PT","159237","Sim"
"962435","5/3/2015","16:38","Miguel Haddad","SP","PSDB","178984","Sim"
"962435","5/3/2015","16:38","Laercio Oliveira","SE","Solidaried","151208","Sim"
"962435","5/3/2015","16:38","Delegado Edson Moreira","MG","PTN","178893","Sim"
"962435","5/3/2015","16:38","Soraya Santos","RJ","PMDB","178946","Sim"
"962435","5/3/2015","16:38","Jandira Feghali","RJ","PCdoB","74848","Sim"
"962435","5/3/2015","16:38","Pauderney Avelino","AM","DEM","74095","Sim"
"962435","5/3/2015","16:38","Raquel Muniz","MG","PSC","178998","Sim"
"962435","5/3/2015","16:38","Jose Stédile","RS","PSB","160607","Sim"
"962435","5/3/2015","16:38","Tiririca","SP","PR","160976","Sim"
"962435","5/3/2015","16:38","Goulart","SP","PSD","178980","Sim"
"962435","5/3/2015","16:38","Darcísio Perondi","RS","PMDB","73891","Sim"
"962435","5/3/2015","16:38","Caetano","BA","PT","178853","Sim"
"962435","5/3/2015","16:38","Arnaldo Faria de Sá","SP","PTB","73434","Sim"
"962435","5/3/2015","16:38","Ronaldo Fonseca","DF","PROS","160637","Sim"
"962435","5/3/2015","16:38","Flavinho","SP","PSB","178978","Sim"
"962435","5/3/2015","16:38","Reginaldo Lopes","MG","PT","74161","Sim"
"962435","5/3/2015","16:38","Delegado Éder Mauro","PA","PSD","178908","Sim"
"962435","5/3/2015","16:38","Joaquim Passarinho","PA","PSD","178910","Sim"
"962435","5/3/2015","16:38","Zé Silva","MG","Solidaried","160632","Sim"
"962435","5/3/2015","16:38","Leo de Brito","AC","PT","178825","Sim"
"962435","5/3/2015","16:38","Victor Mendes","MA","PV","178888","Sim"
"962435","5/3/2015","16:38","Geraldo Resende","MS","PMDB","74374","Sim"
"962435","5/3/2015","16:38","Herculano Passos","SP","PSD","178981","Sim"
"962435","5/3/2015","16:38","Eduardo da Fonte","PE","PP","141421","Sim"
"962435","5/3/2015","16:38","Milton Monti","SP","PR","74787","Sim"
"962435","5/3/2015","16:38","Luiz Sérgio","RJ","PT","74688","Sim"
"962435","5/3/2015","16:38","Luiz Carlos Ramos","RJ","PSDC","178802","Sim"
"962435","5/3/2015","16:38","Covatti Filho","RS","PP","178963","Sim"
"962435","5/3/2015","16:38","Marcos Reategui","AP","PSC","178852","Sim"
"962435","5/3/2015","16:38","Izalci","DF","PSDB","4931","Sim"
"962435","5/3/2015","16:38","Henrique Fontana","RS","PT","73482","Sim"
"962435","5/3/2015","16:38","Josi Nunes","TO","PMDB","114941","Sim"
"962435","5/3/2015","16:38","Eduardo Cury","SP","PSDB","178977","Sim"
"962435","5/3/2015","16:38","Christiane de Souza Yared","PR","PTN","178928","Sim"
"962435","5/3/2015","16:38","Eduardo Cunha","RJ","PMDB","74173","Art. 17"
"962435","5/3/2015","16:38","Vander Loubet","MS","PT","74376","Sim"
"962435","5/3/2015","16:38","Bacelar","BA","PTN","69871","Sim"
"962435","5/3/2015","16:38","Marcos Montes","MG","PSD","141500","Sim"
"962435","5/3/2015","16:38","Pedro Cunha Lima","PB","PSDB","178912","Sim"
"962435","5/3/2015","16:38","Geovania de Sá","SC","PSDB","178966","Sim"
"962435","5/3/2015","16:38","Roberto Sales","RJ","PRB","178944","Sim"
"962435","5/3/2015","16:38","Angelim","AC","PT","178837","Sim"
"962435","5/3/2015","16:38","Mauro Mariani","SC","PMDB","141507","Sim"
"962435","5/3/2015","16:38","Caio Narcio","MG","PSDB","178891","Sim"
"962435","5/3/2015","16:38","Nelson Meurer","PR","PP","73781","Sim"
"962435","5/3/2015","16:38","Betinho Gomes","PE","PSDB","178915","Sim"
"962435","5/3/2015","16:38","Diego Andrade","MG","PSD","160588","Sim"
"962435","5/3/2015","16:38","Raimundo Gomes de Matos","CE","PSDB","74216","Sim"
"962435","5/3/2015","16:38","Expedito Netto","RO","Solidaried","178953","Sim"
"962435","5/3/2015","16:38","Fábio Ramalho","MG","PV","141427","Sim"
"962435","5/3/2015","16:38","Rogério Rosso","DF","PSD","160426","Sim"
"962435","5/3/2015","16:38","Otavio Leite","RJ","PSDB","141515","Sim"
"962435","5/3/2015","16:38","JHC","AL","Solidaried","178842","Sim"
"962435","5/3/2015","16:38","Miguel Lombardi","SP","PR","178985","Sim"
"962435","5/3/2015","16:38","Mário Negromonte Jr.","BA","PP","178858","Sim"
"962435","5/3/2015","16:38","Giuseppe Vecci","GO","PSDB","178878","Sim"
"962435","5/3/2015","16:38","Ságuas Moraes","MT","PT","160630","Sim"
"962435","5/3/2015","16:38","Carlos Zarattini","SP","PT","141398","Sim"
"962435","5/3/2015","16:38","Sóstenes Cavalcante","RJ","PSD","178947","Sim"
"962435","5/3/2015","16:38","Aluisio Mendes","MA","PSDC","178881","Sim"
"962435","5/3/2015","16:38","Ronaldo Carletto","BA","PP","178861","Sim"
"962435","5/3/2015","16:38","Lúcio Vale","PA","PR","141484","Sim"
"962435","5/3/2015","16:38","Aguinaldo Ribeiro","PB","PP","160527","Sim"
"962435","5/3/2015","16:38","José Nunes","BA","PSD","160619","Sim"
"962435","5/3/2015","16:38","Átila Lins","AM","PSD","74090","Sim"
"962435","5/3/2015","16:38","Rubens Bueno","PR","PPS","73466","Sim"
"962435","5/3/2015","16:38","Saraiva Felipe","MG","PMDB","74762","Sim"
"962435","5/3/2015","16:38","José Carlos Aleluia","BA","DEM","74553","Sim"
"962435","5/3/2015","16:38","Marcelo Belinati","PR","PP","178932","Sim"
"962435","5/3/2015","16:38","Altineu Côrtes","RJ","PR","178937","Sim"
"962435","5/3/2015","16:38","Sandes Júnior","GO","PP","74372","Sim"
"962435","5/3/2015","16:38","Osmar Bertoldi","PR","DEM","180545","Sim"
"962435","5/3/2015","16:38","José Fogaça","RS","PMDB","131966","Sim"
"962435","5/3/2015","16:38","Davidson Magalhães","BA","PCdoB","101309","Sim"
"962435","5/3/2015","16:38","Augusto Coutinho","PE","Solidaried","160665","Sim"
"962435","5/3/2015","16:38","Ademir Camilo","MG","PROS","133374","Sim"
"962435","5/3/2015","16:38","Walney Rocha","RJ","PTB","160631","Sim"
"962435","5/3/2015","16:38","Marquinho Mendes","RJ","PMDB","181315","Sim"
"962435","5/3/2015","16:38","Mauro Pereira","RS","PMDB","124411","Sim"
"962435","5/3/2015","16:38","Célio Silveira","GO","PSDB","178876","Sim"
"962435","5/3/2015","16:38","João Paulo Papa","SP","PSDB","178988","Sim"
"962435","5/3/2015","16:38","Antônio Jácome","RN","PMN","178950","Sim"
"962435","5/3/2015","16:38","Eduardo Barbosa","MG","PSDB","74655","Sim"
"962435","5/3/2015","16:38","Jorge Tadeu Mudalen","SP","DEM","73535","Sim"
"962435","5/3/2015","16:38","Alex Manente","SP","PPS","178972","Sim"
"962435","5/3/2015","16:38","Marcelo Squassoni","SP","PRB","118594","Sim"
"962435","5/3/2015","16:38","Marcelo Aro","MG","PHS","146788","Sim"
"962435","5/3/2015","16:38","Luiz Carlos Busato","RS","PTB","141485","Sim"
"962435","5/3/2015","16:38","Domingos Sávio","MG","PSDB","160758","Sim"
"962435","5/3/2015","16:38","Adail Carneiro","CE","PHS","178864","Sim"
"962435","5/3/2015","16:38","Sérgio Reis","SP","PRB","178991","Sim"
"962435","5/3/2015","16:38","Juscelino Filho","MA","PRP","178886","Sim"
"962435","5/3/2015","16:38","Baleia Rossi","SP","PMDB","178975","Sim"
"962435","5/3/2015","16:38","Roberto Britto","BA","PP","141529","Sim"
"962435","5/3/2015","16:38","Antonio Brito","BA","PTB","160553","Sim"
"962435","5/3/2015","16:38","Luiz Fernando Faria","MG","PP","141487","Sim"
"962435","5/3/2015","16:38","João Arruda","PR","PMDB","160573","Sim"
"962435","5/3/2015","16:38","Paulo Abi-Ackel","MG","PSDB","141516","Sim"
"962435","5/3/2015","16:38","Maurício Quintella Lessa","AL","PR","74050","Sim"
"962435","5/3/2015","16:38","Afonso Motta","RS","PDT","178835","Sim"
"962435","5/3/2015","16:38","Ezequiel Teixeira","RJ","Solidaried","178941","Sim"
"962435","5/3/2015","16:38","Mariana Carvalho","RO","PSDB","178956","Sim"
"962435","5/3/2015","16:38","Antonio Bulhões","SP","PRB","141383","Sim"
"962435","5/3/2015","16:38","Zeca Cavalcanti","PE","PTB","178923","Sim"
"962435","5/3/2015","16:38","Adilton Sachetti","MT","PSB","178903","Sim"
"962435","5/3/2015","16:38","Carmen Zanotto","SC","PPS","164360","Sim"
