"idProposicao","_Data","_Hora","_Nome","_UF","_Partido","_ideCadastro","_Voto"
"463155","11/8/2015","20:16","Luiza Erundina","SP","PSB","74784","Sim"
"463155","11/8/2015","20:16","Roberto Alves","SP","PRB","152610","Sim"
"463155","11/8/2015","20:16","Lázaro Botelho","TO","PP","141480","Não"
"463155","11/8/2015","20:16","Sérgio Brito","BA","PSD","73808","Sim"
"463155","11/8/2015","20:16","Erivelton Santana","BA","PSC","99654","Sim"
"463155","11/8/2015","20:16","Osmar Serraglio","PR","PMDB","73463","Não"
"463155","11/8/2015","20:16","Bruno Araújo","PE","PSDB","141394","Sim"
"463155","11/8/2015","20:16","Cacá Leão","BA","PP","93083","Não"
"463155","11/8/2015","20:16","Dimas Fabiano","MG","PP","160599","Sim"
"463155","11/8/2015","20:16","Chico D Angelo","RJ","PT","141439","Não"
"463155","11/8/2015","20:16","Hélio Leite","PA","DEM","178909","Sim"
"463155","11/8/2015","20:16","Maria do Rosário","RS","PT","74398","Não"
"463155","11/8/2015","20:16","Odorico Monteiro","CE","PT","178868","Não"
"463155","11/8/2015","20:16","Carlos Gomes","RS","PRB","178962","Abstenção"
"463155","11/8/2015","20:16","Wolney Queiroz","PE","PDT","74439","Sim"
"463155","11/8/2015","20:16","João Rodrigues","SC","PSD","160571","Sim"
"463155","11/8/2015","20:16","Rubens Pereira Júnior","MA","PCdoB","178887","Sim"
"463155","11/8/2015","20:16","Ricardo Tripoli","SP","PSDB","141472","Sim"
"463155","11/8/2015","20:16","Dr. Jorge Silva","ES","PROS","160643","Não"
"463155","11/8/2015","20:16","Roney Nemer","DF","PMDB","178870","Sim"
"463155","11/8/2015","20:16","Dulce Miranda","TO","PMDB","178994","Não"
"463155","11/8/2015","20:16","Décio Lima","SC","PT","141413","Não"
"463155","11/8/2015","20:16","Adelmo Carneiro Leão","MG","PT","178890","Não"
"463155","11/8/2015","20:16","Eduardo Bolsonaro","SP","PSC","92346","Sim"
"463155","11/8/2015","20:16","Luiz Carlos Hauly","PR","PSDB","73778","Sim"
"463155","11/8/2015","20:16","Luiz Couto","PB","PT","74041","Não"
"463155","11/8/2015","20:16","Hugo Leal","RJ","PROS","141450","Não"
"463155","11/8/2015","20:16","Arthur Lira","AL","PP","160541","Não"
"463155","11/8/2015","20:16","Aelton Freitas","MG","PR","141372","Não"
"463155","11/8/2015","20:16","Jarbas Vasconcelos","PE","PMDB","131943","Sim"
"463155","11/8/2015","20:16","Irmão Lazaro","BA","PSC","178855","Sim"
"463155","11/8/2015","20:16","Elcione Barbalho","PA","PMDB","74075","Não"
"463155","11/8/2015","20:16","Alan Rick","AC","PRB","178836","Sim"
"463155","11/8/2015","20:16","Odelmo Leão","MG","PP","74752","Abstenção"
"463155","11/8/2015","20:16","Marcos Soares","RJ","PR","178943","Não"
"463155","11/8/2015","20:16","Alessandro Molon","RJ","PT","160511","Não"
"463155","11/8/2015","20:16","Felipe Maia","RN","DEM","141429","Sim"
"463155","11/8/2015","20:16","João Marcelo Souza","MA","PMDB","112437","Não"
"463155","11/8/2015","20:16","Vanderlei Macris","SP","PSDB","141553","Abstenção"
"463155","11/8/2015","20:16","Remídio Monai","RR","PR","178960","Sim"
"463155","11/8/2015","20:16","Roberto Góes","AP","PDT","178995","Não"
"463155","11/8/2015","20:16","Aliel Machado","PR","PCdoB","178927","Abstenção"
"463155","11/8/2015","20:16","Francisco Chapadinha","PA","PSD","178907","Sim"
"463155","11/8/2015","20:16","Fausto Pinato","SP","PRB","66828","Não"
"463155","11/8/2015","20:16","Leonardo Picciani","RJ","PMDB","74254","Não"
"463155","11/8/2015","20:16","Sérgio Moraes","RS","PTB","141542","Sim"
"463155","11/8/2015","20:16","Jhonatan de Jesus","RR","PRB","160531","Sim"
"463155","11/8/2015","20:16","Vicente Candido","SP","PT","160622","Não"
"463155","11/8/2015","20:16","Daniel Almeida","BA","PCdoB","74060","Não"
"463155","11/8/2015","20:16","Esperidião Amin","SC","PP","160649","Sim"
"463155","11/8/2015","20:16","Cristiane Brasil","RJ","PTB","93472","Sim"
"463155","11/8/2015","20:16","Enio Verri","PR","PT","132504","Não"
"463155","11/8/2015","20:16","Fábio Faria","RN","PSD","141428","Sim"
"463155","11/8/2015","20:16","Delegado Waldir","GO","PSDB","164359","Sim"
"463155","11/8/2015","20:16","Helder Salomão","ES","PT","178873","Não"
"463155","11/8/2015","20:16","Nelson Marquezelli","SP","PTB","73553","Sim"
"463155","11/8/2015","20:16","José Reinaldo","MA","PSB","73714","Sim"
"463155","11/8/2015","20:16","Valmir Prascidelli","SP","PT","113247","Não"
"463155","11/8/2015","20:16","Ricardo Barros","PR","PP","73788","Não"
"463155","11/8/2015","20:16","Assis Carvalho","PI","PT","159237","Não"
"463155","11/8/2015","20:16","Miguel Haddad","SP","PSDB","178984","Sim"
